Title,Longitude,Latitude
100044873,-73.991212,40.740821
100049035,-73.985941,40.741798
100048653,-73.97491,40.73297
100029073,-73.990289,40.744528
100026046,-73.992186,40.742468
100042159,-73.989022,40.74066
100026036,-73.987337,40.739911
100021924,-73.980521,40.740041
100018431,-73.996358,40.7320485
100021879,-73.972864,40.736808
100050421,-73.987467,40.739539
100036082,-73.98167,40.73882
100024107,-73.98167,40.73882
100012401,-73.985378,40.738209
100040931,-73.986297,40.739829
100022408,-73.990289,40.744528
100016698,-73.991212,40.740821
100033517,-73.992017,40.741525
100042614,-73.99155,40.74227
100030442,-73.99155,40.74227
100015871,-73.99155,40.74227
100036154,-73.984317,40.740488
100023119,-73.991212,40.740821
100024741,-73.991212,40.740821
100023339,-73.2891653,42.7471418
100042385,-73.991212,40.740821
100034076,-73.97612,40.73346
100021796,-73.9815,40.73783
100040617,-73.966327,40.593298
100028251,-73.991212,40.740821
100033650,-73.982826,40.741349
100020859,-73.982659,40.73758
100026085,-73.99,40.74
100030995,-73.991212,40.740821
100021040,-73.991212,40.740821
100009546,-73.99155,40.74227
100025277,-73.991212,40.740821
100033405,-73.972919,40.737931
100032540,-73.99155,40.74227
100047795,-73.981445,40.736547
100041430,-73.987337,40.739911
100016409,-73.992127,40.741635
100022601,-73.983102,40.73777
100016735,-73.991212,40.740821
100027237,-73.984317,40.740488
100018293,-73.98685,40.73861
100031323,-73.98847,40.73963
100022730,-73.987337,40.739911
100020584,-73.991212,40.740821
100032603,-73.98847,40.73963
100018552,-73.986297,40.739829
100019036,-73.992186,40.742468
100023033,-73.9817,40.73664
100045058,-73.991923,40.743578
100031134,-73.987467,40.739539
100022843,-73.991212,40.740821
100028039,-73.991212,40.740821
100027235,-73.995668,40.741013
100017984,-74.006263,40.743575
100036621,-73.994987,40.740211
100022676,-73.998878,40.738461
100049175,-74.00006,40.73988
100022114,-73.998198,40.735035
100042643,-73.996885,40.736728
100042610,-73.996885,40.736728
100020454,-74.000408,40.745053
100022630,-73.995028,40.74279
100036454,-73.996462,40.742464
100016694,-74.005612,40.747599
100032295,-73.997916,40.744362
100044004,-73.99147,40.73909
100030493,-73.993476,40.737853
100045602,-74.001869,40.738766
100001428,-73.998508,40.740727
100047042,-73.99602,40.742404
100031287,-73.993904,40.740657
100037793,-73.994852,40.741911
100016153,-73.998951,40.742124
100033181,-73.999267,40.745388
100023203,-74.00142,40.74662
100042982,-74.002763,40.745014
100029728,-73.994732,40.742216
100026069,-73.998166,40.744921
100023269,-73.992436,40.743963
100040391,-73.999793,40.744363
100025711,-73.99627,40.74497
100009781,-73.993512,40.752675
100032393,-73.994852,40.741911
